7575.08,862332.30,5295.15,5890.05
3953.22,970888.56,6850.92,3175.73
2373.62,107589.97,9961.46,6571.96
4391.17,530313.06,7059.00,4048.90
4243.47,75195.49,314.79,4442.40
5587.22,894914.15,1177.85,5004.91
6693.96,999927.45,5831.82,775.29
2697.01,614450.39,674.22,3751.00
1459.56,747855.91,5057.28,3996.92
425.17,591747.64,9476.55,9287.75
5415.33,683124.35,6153.58,4656.26
8754.62,24857.58,5530.81,8307.86
3332.94,246129.34,6582.02,5761.95
1254.63,417528.02,1038.62,9793.74
578.65,888175.94,1641.99,9775.34
1319.14,205563.08,2354.24,353.12
2354.89,72687.21,4094.77,6048.36
4186.94,31651.41,3016.83,5331.52
8586.95,398045.72,9598.52,4995.43
5095.35,726240.54,5894.70,3240.88
6056.42,342145.17,5180.92,7788.45
6418.76,797035.46,2918.10,3543.16
1882.86,993730.57,476.14,2863.95
9143.81,474699.67,3377.00,328.22
4955.33,660604.64,3952.68,3031.37
6532.67,987336.64,4260.56,6924.91
4415.25,449778.92,8858.57,9471.64
325.93,721330.11,8614.73,8984.34
6792.34,59647.55,6110.52,1415.08
2336.83,951120.85,394.65,6074.67
5894.90,509261.95,3853.71,2787.71
6788.18,745498.65,6788.35,4326.17
2056.35,394784.29,5918.51,9614.93
1243.71,102987.04,1488.29,5165.84
9839.25,928198.20,3901.04,4471.78
6485.33,233899.38,4887.41,7680.59
5798.65,958354.63,93.80,6768.75
8187.86,931644.02,9676.10,4647.89
406.16,659431.03,993.15,162.21
5742.81,120857.05,2816.81,4773.26
736.31,476881.94,3610.15,878.53
6082.79,914940.35,7372.70,6173.36
3016.85,785959.31,9311.25,3241.03
2858.04,400583.52,167.10,8643.92
6644.52,122880.33,2415.52,1188.65
3816.82,271847.35,3750.08,4751.53
3767.76,873721.27,3274.83,7075.54
1740.90,301387.37,3648.93,2288.31
1038.09,191115.12,8063.72,1540.67
6788.12,561395.32,4378.99,3128.59
2631.56,993831.41,5.33,736.31
593.21,331836.69,191.42,6026.64
6141.94,729316.26,9260.13,9704.72
4978.71,498562.75,9034.44,3394.41
5447.19,104270.61,1203.89,3191.85
627.34,808874.76,704.72,4598.61
7150.71,733345.05,5321.49,7687.38
3567.57,257118.79,2665.25,815.82
9699.02,101029.24,9443.16,979.83
9823.79,297889.18,9506.58,8985.04
6777.39,316813.84,6549.69,8016.20
1082.78,49418.75,4527.64,4896.51
9084.97,348703.54,3873.16,4354.81
6727.92,334733.88,4412.99,7955.98
1091.01,465158.85,6519.76,1000.73
92.79,333152.72,482.89,2663.46
1873.76,820545.04,341.25,6912.60
9285.68,259704.36,2492.85,4345.46
1643.46,864166.26,1281.73,7970.13
5436.63,215047.43,3459.12,9179.93
8051.24,617963.09,926.07,3691.14
3718.44,293466.04,6486.79,1052.76
8885.25,212951.33,476.76,5487.36
4993.35,421521.15,7077.01,285.06
255.73,199480.62,7885.64,2747.95
8436.86,604935.73,6889.91,1770.25
1870.49,491390.58,5367.14,5539.88
7990.34,546291.61,7439.72,2559.96
3502.46,949142.87,7019.48,5214.15
7993.85,781116.21,4698.76,1437.83
9250.77,972007.20,8780.52,6706.99
5850.88,864937.32,8086.78,5520.38
8697.03,614379.41,5444.77,8825.05
2076.54,188883.98,9822.23,1423.84
6558.23,106309.65,1968.07,1303.65
580.63,386411.72,3112.06,1036.04
4938.01,783319.13,8786.63,9927.24
4537.38,698730.07,156.56,4432.64
4777.63,875583.09,3376.80,3500.93
5693.23,451510.67,3445.84,4976.35
5608.50,431558.47,2782.38,8962.39
7464.27,500454.01,6324.47,4138.69
5207.48,496134.28,4335.84,3422.99
4674.99,648292.91,1300.91,6082.85
3256.85,528382.76,4299.99,4427.41
5289.73,80810.97,7078.23,4547.20
5610.26,248989.44,6656.92,2220.60
1988.58,274453.84,7782.71,7068.11
8266.37,592440.55,6770.42,311.35
3939.15,273111.92,366.90,4081.37
2651.69,644045.21,7148.77,3121.31
1615.84,936652.12,8663.61,2941.25
6314.15,426871.32,5034.19,2008.77
18.15,708777.05,5067.58,9396.14
5629.06,48672.75,4045.70,3456.04
8139.61,976789.73,3321.16,1560.01
9618.92,663886.07,4601.90,5709.68
5038.90,140842.12,8380.74,3918.56
6488.65,210775.06,350.15,2662.41
5364.65,835244.98,1840.45,1409.34
6977.95,648801.12,328.87,6266.08
9685.61,109418.20,3889.60,6114.68
1132.12,546297.38,9089.36,1264.44
7477.61,241058.57,5280.57,1606.64
7593.09,33525.17,9503.82,8535.02
3119.01,679104.26,5283.59,2483.02
7012.11,301190.54,5486.08,5828.99
7746.08,459072.99,4105.05,9133.46
3685.77,649499.19,4351.60,7198.25
2319.94,498353.11,745.85,274.64
2016.77,257827.76,1043.35,4898.63
9756.66,324024.86,9776.40,8293.85
6901.14,330089.76,8950.03,58.42
6471.95,690790.36,3004.80,4939.67
9643.42,555874.29,4543.35,901.16
6192.14,271590.46,4514.76,7399.21
3501.26,732435.35,5560.75,9811.85
1382.98,328486.41,49.82,7300.52
5461.27,997610.33,4960.29,3035.62
147.73,156384.45,4220.51,7679.74
3347.31,248745.61,5374.16,9297.86
8946.20,637181.79,1510.88,5451.57
9863.16,407707.06,1287.38,6134.95
3986.31,166911.57,9561.06,9422.46
7670.88,917054.19,8668.40,5224.65
6639.70,783465.46,5702.37,6385.45
2106.45,437455.63,4277.86,505.12
732.84,427471.62,221.59,335.72
634.39,421424.21,9382.45,5371.76
2065.48,433906.31,2330.87,2345.92
642.82,583449.61,5100.08,7740.86
3007.70,757017.40,7319.93,1140.39
9680.47,51607.19,9103.21,4269.10
7527.33,756137.65,5867.07,6907.24
4737.34,590720.24,5906.67,7518.01
4499.21,94966.01,8985.51,3387.48
9670.46,692154.93,5466.71,2352.50
9647.86,431895.09,4581.72,5780.14
2376.40,930324.93,7317.73,362.33
8975.16,983962.96,4102.27,4502.46
5811.96,70984.66,9973.33,3595.87
9024.55,892007.24,245.63,7344.37
9464.82,861388.92,7818.15,1394.93
1833.39,979599.73,9215.76,5056.02
375.45,577397.08,217.15,6619.92
4924.90,683339.77,3493.74,7907.79
5312.04,447600.02,68.90,54.28
9191.46,877084.21,3604.24,3261.47
8199.96,699547.84,1529.28,4277.37
20.59,37692.45,9853.27,6692.03
9407.25,158156.54,9132.46,794.73
9515.38,844864.37,7513.81,1698.68
5987.81,951371.84,3035.32,6714.86
160.78,452649.44,1435.91,5544.68
4483.72,503168.18,7612.30,9761.62
2787.40,635205.11,8557.71,1264.56
388.42,278960.89,3126.85,2911.25
4184.37,754382.56,9294.10,8378.12
872.11,233510.21,2706.37,2443.00
2212.82,441718.03,1279.52,7350.14
9871.16,96394.37,9346.97,5692.65
8771.45,912407.75,1441.34,5334.83
7142.86,455130.79,174.72,7297.78
3465.96,933844.63,4880.61,3244.20
5387.28,761022.97,7689.96,5223.90
3333.68,376294.81,1536.56,6679.30
2037.65,447811.24,221.15,360.61
6475.09,998292.32,4111.49,5763.44
4820.91,778205.75,6314.94,5976.66
9943.80,244329.88,3232.61,1416.50
2689.94,378379.57,288.90,5823.19
4746.46,537423.80,8327.34,8109.25
6229.09,205500.15,8673.60,2174.03
3304.25,934131.53,5188.74,5636.94
4134.52,618377.17,9770.46,7592.22
7227.45,974599.45,3707.51,4951.01
4870.92,906305.14,1052.06,6711.78
5754.74,745219.58,1747.20,5588.21
5106.19,116178.47,1631.40,6823.84
7708.67,36472.79,3639.16,4735.95
9025.68,222957.59,9526.69,8556.10
2318.97,703537.18,4273.84,473.18
5127.44,193563.86,5948.25,434.76
6765.21,902239.21,2264.90,4225.64
9600.13,119281.69,1334.06,3617.95
790.38,497926.16,8162.85,9974.73
7885.21,536745.73,360.51,5589.77
1236.95,929837.76,6194.56,258.94
8524.77,922591.50,5654.96,4103.91
1856.98,698555.29,505.50,1506.97
5896.78,611847.49,2436.63,5165.99
6247.85,629106.03,9380.93,3741.57
939.21,735146.67,8812.42,1343.68
4265.18,967301.68,3422.96,2193.15
1464.60,134835.93,8954.14,9193.58
4764.43,51888.17,6159.68,862.27
6166.62,25061.19,8883.86,7094.06
22.82,630085.55,8063.22,570.02
8920.27,65906.55,7093.78,7273.01
9693.17,729096.02,7453.20,6535.43
2477.18,126665.41,4727.28,8319.56
4641.07,141157.80,4262.00,3018.84
3157.59,698322.03,2547.71,6968.96
3517.11,904723.51,5138.67,5070.42
640.67,60321.07,4421.47,449.51
7415.58,989340.89,867.78,9922.87
9454.60,271703.92,9541.83,3180.73
471.40,236813.95,9580.03,3067.31
1268.07,981689.42,8120.35,4111.78
6746.58,616222.87,1730.88,6551.49
9584.74,479777.35,7772.05,3489.21
6258.01,735380.61,5324.12,9539.32
942.21,130452.68,321.33,343.06
5498.05,476304.39,2356.58,3670.86
9217.06,742568.91,1254.77,4480.44
299.40,507280.33,9960.84,8261.74
2137.55,248488.35,6547.76,9275.64
1396.01,289099.01,2222.33,2881.13
1605.50,353057.65,4091.27,4045.73
5531.34,398040.44,1147.40,7347.38
1928.96,657496.80,9445.40,7300.88
7465.82,533186.42,7759.03,1680.21
2567.20,168279.25,8146.30,4658.31
734.75,500638.46,6796.58,1048.72
4489.59,866082.02,9293.00,7709.08
7508.55,932219.10,996.31,3254.14
1749.92,414883.18,7640.65,2626.58
406.60,741235.30,3429.11,8786.46
2377.78,536285.38,3926.90,9806.04
1616.45,322881.65,8871.99,5993.97
5188.46,979143.17,5657.78,8323.89
7169.90,151861.37,7690.07,6404.75
1613.07,219572.54,3079.76,1506.15
6727.43,354803.77,8205.42,7739.26
4150.24,751420.61,7564.56,2394.93
1722.73,220055.80,6029.41,4652.93
5541.24,412273.62,2133.23,402.00
7218.63,772425.98,1335.12,9748.07
5269.81,435081.35,6346.05,2938.62
5326.32,65458.93,7546.43,9893.83
2488.44,400476.26,284.85,8310.60
539.06,488818.57,7420.24,5393.60
6972.56,489865.20,4854.32,8667.64
9832.26,593357.84,4998.45,2038.66
2204.33,324372.01,8128.84,4296.14
2881.29,41453.72,4406.28,8587.32
7187.38,579709.04,9971.38,3044.40
248.66,475184.91,8973.44,4708.46
6094.35,92055.77,9651.09,1169.33
9892.17,39930.81,6654.75,6928.69
7348.47,35022.70,3686.11,4393.74
4845.47,125969.73,226.76,2622.06
6241.04,532778.35,3638.13,463.28
7422.72,995654.56,3236.94,4581.45
7686.14,799418.07,6085.33,6992.04
7798.84,448743.88,5181.96,1210.69
8214.33,419652.08,9500.20,885.95
7316.94,123466.75,1891.74,9876.46
8806.71,610891.45,5258.85,8132.97
9374.49,755899.14,9595.63,3459.06
2671.05,631809.76,2508.35,5249.18
3239.78,305230.57,3647.53,2641.10
4561.48,427458.84,9118.66,6169.81
8650.23,277498.41,5386.30,8973.10
743.36,266016.48,3445.67,874.26
1544.16,345368.54,3108.15,6255.25
1204.76,127244.46,4132.10,4534.26
3777.47,806540.20,5627.48,274.17
8216.33,867734.75,7672.48,8474.07
2176.98,328353.24,9402.87,9433.84
7840.92,613022.38,5969.18,6731.94
4781.80,191175.93,2704.62,1319.86
3494.56,651642.67,8605.69,4511.79
4624.34,28151.32,2800.50,2735.88
3160.54,71211.31,7063.92,7314.28
3902.69,683880.50,4636.28,3251.44
4357.83,761605.24,612.12,2036.16
3895.64,659620.58,1987.53,4800.20
3465.67,555322.41,6089.71,3827.15
8472.20,297575.88,4559.30,2367.70
8505.84,540098.77,6315.98,4993.30
1546.90,661860.16,7010.29,3307.60
6984.02,883860.31,4348.82,4735.92
1332.74,978708.06,8377.96,5325.54
2892.05,917088.53,3320.36,1015.14
6743.04,703514.03,2881.25,5669.68
9472.36,842677.30,4075.91,8327.17
3793.97,767276.75,5577.37,6566.96
6846.49,728359.34,5342.77,7684.32
